,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
3500,-0.2,0.0,-0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,-0.2,-0.2,0.2,0.2,0.2,0.0,0.0,-0.2,0.0
3501,-0.2,0.0,-0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,-0.2,-0.2,0.2,0.2,0.2,0.0,0.0,-0.2,0.0
3502,-0.2,0.0,-0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,0.2,0.2,0.2,0.0,0.2,-0.2,0.0
3503,-0.2,0.0,-0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,0.2,0.0,0.2,0.0,0.2,-0.2,0.0
3504,0.0,-0.2,-0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.2,0.0,0.2,-0.2,0.2
3505,0.0,-0.2,0.0,0.2,0.2,0.0,-0.2,0.0,0.0,0.0,0.0,-0.2,-0.2,0.0,0.0,0.2,0.0,0.2,-0.2,0.2
3506,0.0,-0.2,-0.2,0.0,0.2,0.0,-0.2,0.2,-0.2,0.0,0.0,-0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2
3507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3508,0.0,0.0,-0.2,0.0,0.2,0.0,-0.2,0.2,-0.2,0.0,0.0,-0.2,-0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2
3509,0.0,0.0,-0.2,0.0,0.2,0.0,-0.2,0.2,-0.2,0.0,0.0,-0.2,-0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2
3510,0.0,0.0,-0.2,0.0,0.2,0.0,-0.2,0.2,-0.2,0.0,0.0,-0.2,-0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2
3511,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,-0.2,0.0,-0.2,-0.2,-0.2,0.0,0.2,0.2,-0.2,0.0,0.0,0.2
3512,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,-0.2,0.0,0.0,-0.2,-0.2,0.0,0.2,0.2,-0.2,0.0,-0.2,0.2
3513,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,-0.2,0.0,0.0,-0.2,-0.2,0.0,0.2,0.2,-0.2,0.0,-0.2,0.2
3514,0.0,0.0,0.0,0.0,0.2,0.0,-0.2,0.2,-0.2,0.0,0.0,-0.2,-0.2,0.0,0.2,0.2,0.0,0.0,-0.2,0.2
3515,0.0,0.0,0.0,0.0,0.2,0.0,-0.2,0.2,-0.2,0.0,0.0,0.0,-0.2,0.0,0.2,0.2,-0.2,0.0,-0.2,0.2
3516,0.0,0.0,0.0,0.0,0.2,0.0,-0.2,0.2,-0.2,0.0,0.0,0.0,-0.2,0.0,0.2,0.2,-0.2,0.0,-0.2,0.2
3517,0.0,0.0,0.0,0.2,0.2,-0.2,-0.2,0.2,-0.2,0.0,0.0,0.0,-0.2,0.0,0.2,0.2,0.0,0.0,-0.2,0.0
3518,0.0,0.0,0.0,0.2,0.2,-0.2,-0.2,0.2,-0.2,0.0,0.0,0.0,0.0,-0.2,0.2,0.2,0.0,0.0,-0.2,0.0
3519,0.0,0.2,0.0,0.2,0.2,-0.2,-0.2,0.2,-0.2,0.0,0.0,0.0,0.0,-0.2,0.2,0.0,0.0,0.0,-0.2,0.0
3520,0.0,0.30000000000000004,0.0,0.30000000000000004,0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,-0.30000000000000004,0.0
3521,0.30000000000000004,0.30000000000000004,0.0,0.30000000000000004,0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.0,-0.30000000000000004,-0.30000000000000004,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,-0.30000000000000004,0.0
3522,0.0,0.30000000000000004,0.0,0.0,0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.0,0.0,-0.30000000000000004,0.0,0.0,0.30000000000000004,0.0,0.30000000000000004,-0.30000000000000004,0.0,0.0,-0.30000000000000004,0.30000000000000004
3523,0.0,0.0,0.0,0.0,0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.30000000000000004,0.0,-0.30000000000000004,0.0,0.0,0.30000000000000004,0.0,0.30000000000000004,-0.30000000000000004,0.0,0.0,-0.30000000000000004,0.30000000000000004
3524,0.0,0.0,0.0,0.30000000000000004,0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.30000000000000004,0.0,-0.30000000000000004,0.0,0.0,0.30000000000000004,0.0,0.30000000000000004,-0.30000000000000004,0.0,0.0,-0.30000000000000004,0.0
3525,0.0,0.0,0.0,0.30000000000000004,0.30000000000000004,-0.30000000000000004,-0.30000000000000004,0.30000000000000004,0.0,-0.30000000000000004,0.0,0.0,0.30000000000000004,0.0,0.30000000000000004,-0.30000000000000004,0.0,0.0,-0.30000000000000004,0.0
3526,0.0,0.30000000000000004,0.0,0.30000000000000004,0.30000000000000004,0.0,-0.30000000000000004,0.0,0.0,-0.30000000000000004,0.0,0.0,0.30000000000000004,0.0,0.30000000000000004,-0.30000000000000004,0.0,-0.30000000000000004,-0.30000000000000004,0.0
